,제목,URL,조회수,업데이트 날짜,영상 길이,영상 좋아요 수
0,이 원칙대로 입으면 모든 옷 코디 해결?/중년패션코디/스타일링 여자,https://www.youtube.com/watch?v=81chJrl3xzk,15308,2023-09-28,0:07:52,
1,5가지 방법으로 원피스를 코디할 수 있다?/가을 /중년/스타일링 여자 5가지 방법,https://www.youtube.com/watch?v=V6Nq0zk1kQg,19019,2023-09-21,0:06:00,
2,FW 유행  스커트와 바지는? /귀티나는 중년/실패하지않는 부티나는 옷 여자스타일/세련된 코디 패션코디/ 중년패션코디 /옷잘입는법여자,https://www.youtube.com/watch?v=L-OEW0GYFVM,55759,2023-09-14,0:11:39,
3,와이드 팬츠는 이렇게 입는다고?/스타일링 여자 / 중년,https://www.youtube.com/watch?v=pZWo4aLaQhg,174114,2023-09-08,0:07:34,
4,이제 수제 화장품이 대세라고?/ 중년패션코디/수제 화장품만들기,https://www.youtube.com/watch?v=YFL8UfDTFlo,962,2023-09-07,0:13:14,
5,부자들을 통해 배워야 할점은? /중년패션코디/ 옷잘입는법/가을 스타일링,https://www.youtube.com/watch?v=4o0aXDDXzr0,5403,2023-08-31,0:05:41,
6,와이드 셔츠 코디는 이렇게? /중년패션코디/ 중년/스타일링 여자의 셔츠 코디,https://www.youtube.com/watch?v=fmYsVSdHMTw,15208,2023-08-28,0:08:50,
7,올드부자와 신흥부자의 패션 차이점은? /귀티나는/옷잘입는법/가을 코디 여자의 코디 방법,https://www.youtube.com/watch?v=a3pErTCEBDY,6227,2023-08-24,0:05:17,
8,요즘 핫한 올드머니룩이란? 중년패션코디/옷잘입는법/패션코디 방법 5가지,https://www.youtube.com/watch?v=h-EMuvTrBrA,48306,2023-08-17,0:10:32,
9,"중년은 과감하게 "" No"" 할 줄 안다?/올드머니룩/중년패션코디/outfits",https://www.youtube.com/watch?v=UpxhUHIxHtw,24523,2023-08-10,0:06:37,
10,다양한 셔츠 원피스 코디/ 중년패션코디/ outfit dress/6가지의 셔츠 원피스,https://www.youtube.com/watch?v=IzkZblB9bOw,39369,2023-08-03,0:09:01,
11,여름 중년 원피스 코디/중년패션코디/ 실패하지않는 /부티나는 옷 여자스타일/세련된 코디 패션코디/옷잘입는법여자/,https://www.youtube.com/watch?v=2cdH0_OTBA8,38296,2023-07-20,0:05:42,
12,중년을 위한 코디/ 귀티나는 중년/실패하지않는 부티나는 옷 여자스타일/세련된 코디 패션코디/ 중년패션코디 /옷잘입는법여자,https://www.youtube.com/watch?v=zPhMDJP6qRg,128228,2023-07-06,0:07:21,
13,여름 중년 코디/중년패션코디/릴리실크/ 실패하지않는 /부티나는 옷 여자스타일/세련된 코디 패션코디/옷잘입는법여자/,https://www.youtube.com/watch?v=L7Fq7c88934,33551,2023-07-03,0:08:54,
14,중년 여행 필수템/이벤트 다이어트 패치/실패하지않는 부티나는 옷 여자스타일/세련된 코디 패션코디/ 중년패션코디 /옷잘입는법여자,https://www.youtube.com/watch?v=JLLFfA1iBpc,29138,2023-06-22,0:06:42,
15,귀니타는 중년 종합/부티나는 옷 여자스타일/세련된 코디/ 중년패션코디 /옷잘입는법여자,https://www.youtube.com/watch?v=i3L3rbPCj6Q,41954,2023-05-25,0:05:46,
16,슬립앤 글로우 베개 /매일 입을 옷이 없다면?/실패하지않는 부티나는 옷 여자스타일/세련된 코디 패션코디/ 중년패션코디 /옷잘입는법여자,https://www.youtube.com/watch?v=QNPQcNAzwT4,40229,2023-05-18,0:09:29,
17,키작녀가 피해야할 옷 (종합)실패하지않는 부티나는 옷 여자스타일/세련된 코디 패션코디/ 중년패션코디 /옷잘입는법여자/키작녀 코디,https://www.youtube.com/watch?v=ZJY4PCvzEpM,60831,2023-05-11,0:07:10,
18,우아한 중년모임 3차/실패하지않는 부티나는 옷 여자스타일/세련된 코디 패션코디/ 중년패션코디 /옷잘입는법여자,https://www.youtube.com/watch?v=xk9PqXhTLoA,27631,2023-05-05,0:21:08,
19,중년이 피해야할 옷/실패하지않는 부티나는 옷 여자스타일/세련된 코디 패션코디/ 중년패션코디 /옷잘입는법여자,https://www.youtube.com/watch?v=JDXHLSsBk6Q,924669,2023-04-13,0:07:53,
20,하객룩+상견례 옷차림에 대해서 /하객룩의 옷잘입는 봄 코디는/실패하지않는 부티나는 옷 여자스타일/세련된 코디 패션코디/ 중년패션코디 /옷잘입는법여자,https://www.youtube.com/watch?v=NzccmrDnh-s,42487,2023-04-07,0:10:21,
21,3차 우아한 중년모임/중년패션코디/,https://www.youtube.com/watch?v=-Z0X5pP6fVE,2843,2023-04-07,0:00:37,
22,옷잘입는 봄 코디는/실패하지않는 부티나는 옷 여자스타일/세련된 코디 패션코디/ 중년패션코디 /옷잘입는법여자,https://www.youtube.com/watch?v=VH-kEEXvENI,29630,2023-03-02,0:11:02,
23,우아한 중년2   모델 워킹/실패하지않는/ 부티나는 옷 여자스타일/세련된 코디 패션코디/ 중년패션코디 /옷잘입는법여자,https://www.youtube.com/watch?v=j07aocDH6Lw,13783,2023-02-24,0:07:51,
24,2023년 중년을 위한 패션 트렌드/실패하지않는 부티나는 옷 여자스타일/세련된 코디 패션코디/ 중년패션코디 /옷잘입는법여자 7가지,https://www.youtube.com/watch?v=OpSx8-TpYBA,71994,2023-02-03,0:08:15,
25,"우아한 중년 모임2 - ""모델처럼 걷기""",https://www.youtube.com/watch?v=erE0O4DZJVw,2241,2023-01-29,0:00:33,
26,2023년 SS 패션 트렌드에 맞게 봄으로/2차 중년 모임/실패하지않는 부티나는 옷 여자스타일/세련된 코디 패션코디/ 중년패션코디 /옷잘입는법여자,https://www.youtube.com/watch?v=XlGaE5u8MQ0,44720,2023-01-26,0:06:09,
27,2023년 SS 유행하는 데님 스타일 10가지는?/실패하지않는 부티나는 옷 여자스타일/세련된 코디 패션코디/ 중년패션코디 /옷잘입는법여자,https://www.youtube.com/watch?v=7nbsQbUgbkI,54735,2023-01-19,0:06:52,
28,트럼프 딸 이방카는 이렇게 입는다고?/실패하지않는 부티나는 옷 여자스타일/세련된 코디 패션코디/ 중년패션코디 /옷잘입는법여자,https://www.youtube.com/watch?v=cRdsCmYWqls,28120,2023-01-05,0:07:20,
29,옷잘입는 연예인 장미희는 이렇게 입는다고?/실패하지않는 부티나는 옷 여자스타일/세련된 코디 패션코디/ 중년패션코디 /옷잘입는법여자,https://www.youtube.com/watch?v=scLlgOP5zwE,51731,2022-12-29,0:07:01,
