,제목,URL,조회수,업데이트 날짜,영상 길이,영상 좋아요 수
0,저는 웬디컷을 상상했는데 친구들이 계속 놀려요 ㅜㅜㅎㅎ,https://www.youtube.com/watch?v=cB97a9UuvOQ,271949,2023-09-19,0:11:22,
1,오킹님.. 저희 그런 사이 아닙니다 ㅋㅋㅋㅋㅋㅋㅋㅋ,https://www.youtube.com/watch?v=iQmaS9BzXJU,741026,2023-09-14,0:16:18,
2,다른 샵에서 머리하고 온 혜서니.. 받아줄까요 ?,https://www.youtube.com/watch?v=WrZdmGSAuwI,228914,2023-09-13,0:11:13,
3,유경몬 선생님.. 저를 제자로 받아주시겠습니까 ?,https://www.youtube.com/watch?v=xvH99SyscXw,355599,2023-09-06,0:10:48,
4,앞으로 미용실에서 알아서 해달라고 하면 이렇게(?) 됩니다,https://www.youtube.com/watch?v=Rqj3POWgqn4,96270,2023-09-03,0:12:25,
5,예린님 그래도 아이돌이시잖아요.. ㅎㅎ,https://www.youtube.com/watch?v=0fMLW8KWd_o,89344,2023-08-29,0:10:08,
6,저 스테이씨 팬이었거든요?,https://www.youtube.com/watch?v=MGC7ZSVwoU8,242861,2023-08-23,0:14:51,
7,저희샵에 이상한 애가 들어온 것 같아요..ㅋㅋ,https://www.youtube.com/watch?v=LPVyxF09Q9U,171103,2023-08-21,0:09:58,
8,어디 가시길래 이렇게 꾸미실까요,https://www.youtube.com/watch?v=wW6ZB16dgxs,233127,2023-08-17,0:15:11,
9,항암치료 끝나고 머리를 어떻게 길러야할지 모르겠어요 ㅜㅜㅎㅎ,https://www.youtube.com/watch?v=L5_Xm7XFo5M,138905,2023-08-16,0:14:05,
10,디자이너 달고 초심을 잃은 청담동 여자가 있다고 하던데요,https://www.youtube.com/watch?v=V2k60QCqYQ0,629420,2023-08-14,0:12:24,
11,혹시 뉴진스 닮았다는 이야기 듣지 않으세요 ??,https://www.youtube.com/watch?v=uxFt6WMI2VA,337732,2023-08-10,0:10:23,
12,권은비님 요즘 핫하시더라구여..,https://www.youtube.com/watch?v=I6uo3rwOQNc,388414,2023-08-08,0:09:01,
13,유나님 플러팅 이렇게 하면 되는 거 맞죠 ?,https://www.youtube.com/watch?v=nzYu2FPHPCw,1654341,2023-08-01,0:10:39,
14,유경아 그동안 고생 많았다 ㅜㅜ 드디어 디자이너로 독립합니다.,https://www.youtube.com/watch?v=O_wOUHFkvLo,1333179,2023-07-27,0:13:53,
15,소아암환자 친구들에게 주려고 머리 길었어요 !,https://www.youtube.com/watch?v=hBABOc8wWA4,251005,2023-07-25,0:07:24,
16,산다라박님.. 더 이상 특이한 머리는 어려워요..,https://www.youtube.com/watch?v=SFOKm3PvzhE,500271,2023-07-19,0:12:34,
17,"어둡게 염색했었는데, 다시 밝게 할 수 있을까요 ?",https://www.youtube.com/watch?v=Aq9rv5Lft0o,306317,2023-07-17,0:12:17,
18,놀려서 죄송합니다.. 하지만 안 놀릴 수 없는 엔믹스 지우..,https://www.youtube.com/watch?v=CYAL6kKkdrY,1213509,2023-07-13,0:20:10,
19,제가 미용실은 처음이거든요 ? 단발 잘 잘라요 ?,https://www.youtube.com/watch?v=bCGltHB6sNY,1694336,2023-07-09,0:13:11,
20,중학교때부터 기른 머리 기부하려고요..!!,https://www.youtube.com/watch?v=5LhmkF2GfYo,3161093,2023-07-02,0:12:32,
21,섹시한 머리가 잘 어울릴 줄 알았는데..,https://www.youtube.com/watch?v=wLvIU_EN25k,1181399,2023-06-25,0:11:33,
22,자취 이렇게 하는 것 맞습니까 ? 다들 이렇게 살지 않습니까 ?,https://www.youtube.com/watch?v=z-SRFe2OfvE,87626,2023-06-22,0:09:08,
23,백반증이라고 머리부터 온몸이 하얗게 됐어요. 예전엔 염색하며 다녔는데 지금은 너무 마음에 들어요 !,https://www.youtube.com/watch?v=i3xPJWIP_68,2827167,2023-06-20,0:14:54,
24,염색했는데 색이 다 빠져버렸어요 ㅜㅜ 탈색 후 염색에 대하여 알려드립니다.,https://www.youtube.com/watch?v=8pnEsP5fmdc,143166,2023-06-18,0:07:06,
25,고객님 문돼의 온도가 무슨 뜻이에요 ?,https://www.youtube.com/watch?v=jcbR9vFtw0c,1450681,2023-06-13,0:13:34,
26,고객님 오늘 어디 중요한 곳 가시나요 ??,https://www.youtube.com/watch?v=UsraJ8GUQ8k,893509,2023-06-08,0:12:17,
27,탈색모에 알맞은 시술과 관리 방법 알려드리겠습니다 :),https://www.youtube.com/watch?v=JdtHmgKlODE,74991,2023-06-06,0:05:25,
28,1년 동안 기른게 이 정도거든요..ㅜㅜㅎㅎ 삭발할 뻔 했습니당 ㅎㅎ,https://www.youtube.com/watch?v=1GGtqyr0owA,1221425,2023-05-28,0:11:35,
29,머리 수습하려고 일본에서 한국까지 오신거예요?!,https://www.youtube.com/watch?v=A129YkNX6DM,1148462,2023-05-18,0:11:24,
30,군대 가기 전에 머리 기부하고 가려고 하는데.. 어울릴까요 ?,https://www.youtube.com/watch?v=cYQTPXGKQxU,4911818,2023-05-07,0:11:20,
31,한국와서 머리를 잘라본 적이 없는 외국인 손님이 오셨어요 (노르웨이 라푼젤),https://www.youtube.com/watch?v=UsgIEMdzFMI,1595142,2023-05-03,0:11:03,
32,탈색머리도 펌 가능하다고 해서 갔거든요..,https://www.youtube.com/watch?v=AiE1-KWvf4I,1121878,2023-04-26,0:12:52,
33,맨날 알아서 해달라고 하셔서 알아서 해드렸어요 고객님 !!,https://www.youtube.com/watch?v=PxncbPQBW1U,288857,2023-04-19,0:11:52,
34,빌리 츠키: 선생님 전 매우 실망했어요 ㅡㅅㅡ..,https://www.youtube.com/watch?v=qnSlblmkz4o,1086817,2023-04-11,0:14:06,
35,선생님.. 그냥 자연스럽게만 해주실 수 있나요??,https://www.youtube.com/watch?v=-vLiXvormU0,1035450,2023-04-09,0:13:01,
36,와.. 6년 간 기른 머리를 기부하신다고요 ?? 역대급 긴머리입니다,https://www.youtube.com/watch?v=bDVJ0_S6Jvg,1647274,2023-04-05,0:18:13,
37,새로운 멤버 영입합니다 ! 함께 하시겠습니까 ㅇㅅㅇ,https://www.youtube.com/watch?v=whlzKPKZGco,255323,2023-03-27,0:02:15,
38,어리다고 대충 해준건 아니겠죠? ㅜㅜ,https://www.youtube.com/watch?v=ZqGIqukyXg0,2919529,2023-03-23,0:14:06,
39,어..? 인스타에서 많이 보던 분 아닌가요 ?,https://www.youtube.com/watch?v=U7ctl16h7Kk,284339,2023-03-22,0:20:37,
40,절친이랑 여친에게 300만원 선물하고 반응을 보았습니다,https://www.youtube.com/watch?v=hy9YJwLixbI,237343,2023-03-20,0:10:30,
41,방학 끝나서 학교를 가야하는데 큰일났어요..,https://www.youtube.com/watch?v=G7jgcO2yOnw,626271,2023-03-16,0:09:42,
42,지금부터 제1회 머리자랑대회를 시작합니다.,https://www.youtube.com/watch?v=DckwczDohd8,173561,2023-03-13,0:06:37,
43,돈 많은 고객님이 좋긴 좋네요... ^0^,https://www.youtube.com/watch?v=Vv_3txK_3Q8,535444,2023-03-08,0:10:06,
44,쉬는 날 다 같이 제주도 오니까 너무 좋다 그치 ?,https://www.youtube.com/watch?v=h6ImbkyyjO8,338735,2023-03-05,0:14:56,
45,빗자루..? 묶으니까 더 심한 것 같은데요 ㅜㅜ,https://www.youtube.com/watch?v=63x3H6DAk-Q,1196513,2023-02-26,0:08:02,
46,"망한머리 대회 말고, 머리 자랑대회 합니다 !! 재밌는? 이상한? 머리 보내주세요 !!",https://www.youtube.com/watch?v=tNN4rGeMsRg,119865,2023-02-22,0:02:30,
47,너무 예쁘셔서 머리를 할 수가 없네여.. 다샤 타란,https://www.youtube.com/watch?v=ATn-S_vHth0,2659713,2023-02-16,0:08:54,
48,덱스님 은근히 귀여운 분이셨네요 ㅎㅎ,https://www.youtube.com/watch?v=KCNC-5XRfg8,1682967,2023-02-14,0:14:45,
