,제목,URL,조회수,업데이트 날짜,영상 길이,영상 좋아요 수
7,예린님 그래도 아이돌이시잖아요.. ㅎㅎ,https://www.youtube.com/watch?v=0fMLW8KWd_o,97068,2023-08-29,0:10:08,4080
8,저 스테이씨 팬이었거든요?,https://www.youtube.com/watch?v=MGC7ZSVwoU8,251117,2023-08-23,0:14:51,7813
9,저희샵에 이상한 애가 들어온 것 같아요..ㅋㅋ,https://www.youtube.com/watch?v=LPVyxF09Q9U,176816,2023-08-21,0:09:58,2844
10,어디 가시길래 이렇게 꾸미실까요,https://www.youtube.com/watch?v=wW6ZB16dgxs,240444,2023-08-17,0:15:11,3092
11,항암치료 끝나고 머리를 어떻게 길러야할지 모르겠어요 ㅜㅜㅎㅎ,https://www.youtube.com/watch?v=L5_Xm7XFo5M,149254,2023-08-16,0:14:05,2667
12,디자이너 달고 초심을 잃은 청담동 여자가 있다고 하던데요,https://www.youtube.com/watch?v=V2k60QCqYQ0,641370,2023-08-14,0:12:24,6807
13,혹시 뉴진스 닮았다는 이야기 듣지 않으세요 ??,https://www.youtube.com/watch?v=uxFt6WMI2VA,343374,2023-08-10,0:10:23,7125
14,권은비님 요즘 핫하시더라구여..,https://www.youtube.com/watch?v=I6uo3rwOQNc,394888,2023-08-08,0:09:01,6625
15,유나님 플러팅 이렇게 하면 되는 거 맞죠 ?,https://www.youtube.com/watch?v=nzYu2FPHPCw,1681680,2023-08-01,0:10:39,46895
16,유경아 그동안 고생 많았다 ㅜㅜ 드디어 디자이너로 독립합니다.,https://www.youtube.com/watch?v=O_wOUHFkvLo,1341936,2023-07-27,0:13:53,17240
17,소아암환자 친구들에게 주려고 머리 길었어요 !,https://www.youtube.com/watch?v=hBABOc8wWA4,253918,2023-07-25,0:07:24,5666
18,산다라박님.. 더 이상 특이한 머리는 어려워요..,https://www.youtube.com/watch?v=SFOKm3PvzhE,502626,2023-07-19,0:12:34,10112
19,"어둡게 염색했었는데, 다시 밝게 할 수 있을까요 ?",https://www.youtube.com/watch?v=Aq9rv5Lft0o,308902,2023-07-17,0:12:17,3408
20,놀려서 죄송합니다.. 하지만 안 놀릴 수 없는 엔믹스 지우..,https://www.youtube.com/watch?v=CYAL6kKkdrY,1222914,2023-07-13,0:20:10,30442
21,제가 미용실은 처음이거든요 ? 단발 잘 잘라요 ?,https://www.youtube.com/watch?v=bCGltHB6sNY,1732851,2023-07-09,0:13:11,30572
22,중학교때부터 기른 머리 기부하려고요..!!,https://www.youtube.com/watch?v=5LhmkF2GfYo,3231483,2023-07-02,0:12:32,31732
23,섹시한 머리가 잘 어울릴 줄 알았는데..,https://www.youtube.com/watch?v=wLvIU_EN25k,1188697,2023-06-25,0:11:33,18490
24,자취 이렇게 하는 것 맞습니까 ? 다들 이렇게 살지 않습니까 ?,https://www.youtube.com/watch?v=z-SRFe2OfvE,88320,2023-06-22,0:09:08,1676
25,백반증이라고 머리부터 온몸이 하얗게 됐어요. 예전엔 염색하며 다녔는데 지금은 너무 마음에 들어요 !,https://www.youtube.com/watch?v=i3xPJWIP_68,2873241,2023-06-20,0:14:54,20771
26,염색했는데 색이 다 빠져버렸어요 ㅜㅜ 탈색 후 염색에 대하여 알려드립니다.,https://www.youtube.com/watch?v=8pnEsP5fmdc,146738,2023-06-18,0:07:06,2127
27,고객님 문돼의 온도가 무슨 뜻이에요 ?,https://www.youtube.com/watch?v=jcbR9vFtw0c,1457993,2023-06-13,0:13:34,14871
28,고객님 오늘 어디 중요한 곳 가시나요 ??,https://www.youtube.com/watch?v=UsraJ8GUQ8k,901283,2023-06-08,0:12:17,12857
29,탈색모에 알맞은 시술과 관리 방법 알려드리겠습니다 :),https://www.youtube.com/watch?v=JdtHmgKlODE,76543,2023-06-06,0:05:25,1500
30,1년 동안 기른게 이 정도거든요..ㅜㅜㅎㅎ 삭발할 뻔 했습니당 ㅎㅎ,https://www.youtube.com/watch?v=1GGtqyr0owA,1249545,2023-05-28,0:11:35,13307
31,머리 수습하려고 일본에서 한국까지 오신거예요?!,https://www.youtube.com/watch?v=A129YkNX6DM,1163404,2023-05-18,0:11:24,17980
32,군대 가기 전에 머리 기부하고 가려고 하는데.. 어울릴까요 ?,https://www.youtube.com/watch?v=cYQTPXGKQxU,5015774,2023-05-07,0:11:20,66586
33,한국와서 머리를 잘라본 적이 없는 외국인 손님이 오셨어요 (노르웨이 라푼젤),https://www.youtube.com/watch?v=UsgIEMdzFMI,1611270,2023-05-03,0:11:03,19301
34,탈색머리도 펌 가능하다고 해서 갔거든요..,https://www.youtube.com/watch?v=AiE1-KWvf4I,1151997,2023-04-26,0:12:52,11769
